filepath,label,class_name
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (261).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (833).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (857).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1443).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1424).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (850).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (101).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1341).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1156).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (652).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (293).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (55).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (261).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (158).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1432).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1056).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (567).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (757).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1061).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1462).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1329).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1092).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (624).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1067).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (20).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (468).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (60).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1259).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (629).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (2).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1051).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (53).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (126).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (866).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1324).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (725).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (369).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (379).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (736).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (748).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (281).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (333).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (361).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1233).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (685).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (68).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (169).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (133).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (81).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1355).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (424).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1180).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (235).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1065).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (285).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (68).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1129).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (838).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1308).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (346).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (87).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (233).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (54).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (162).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1224).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (691).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (885).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (515).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1036).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (173).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (140).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (331).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (805).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (473).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (706).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1137).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (613).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (815).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (10).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1297).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (239).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (755).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (704).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (901).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (128).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (411).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1397).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (116).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (318).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1105).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (946).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1315).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1383).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (114).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (243).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (144).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (518).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (795).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (297).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1310).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (168).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (819).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (299).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (871).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1289).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1422).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1021).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (314).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (184).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (259).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1053).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (31).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (269).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (248).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (196).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (711).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (480).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (445).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (119).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (109).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (726).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (161).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (241).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (999).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (731).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (469).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1210).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (22).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (8).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1120).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (137).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (54).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1401).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1080).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (676).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (653).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (600).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (596).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (926).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (208).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (407).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1323).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (592).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (447).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (267).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (302).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1470).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1415).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1064).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (254).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (951).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1250).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1027).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (661).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (71).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1010).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (470).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1472).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1117).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (63).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (255).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1266).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (282).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (769).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (762).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1158).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (236).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (158).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (732).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (398).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (48).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (349).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1447).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (372).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (377).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (374).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1003).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (451).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (110).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1078).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (837).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (90).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (82).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (252).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (826).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (565).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1038).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1023).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (29).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (905).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (105).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (391).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (78).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (785).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (37).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (920).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (120).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (709).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1040).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (766).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (79).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (56).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (768).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (738).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (172).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1336).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (316).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (248).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1039).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1286).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1386).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (173).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (664).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (722).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (238).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (834).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (524).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (481).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1125).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Valid (226).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Test (260).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (574).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (1439).jpeg,2,Iris
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Iris/Iris-Train (224).jpeg,2,Iris
